email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
ebuemi@plussunin.com	mobile_home	289	73	71	30019	Gas,Fuel Oil
ebuemi@statholdings.com	townhome	449	65	75	84086	Electric,Gas,Steam
ebutt@iselectrics.com	condominium	186	68	71	80259	Electric
ecanlas@labdrill.com	apartment	868	71	74	27509	Electric,Fuel Oil
ecantres@blackzim.com	apartment	916	73	75	58759	
ecartan@labdrill.com	apartment	834	75		74440	Steam
ecartan@streethex.com	apartment	983	70		92782	
ecaudy@xx-holding.com	house	1070		75	83223	Fuel Oil
echui@rangreen.com	mobile_home	177	68	70	66699	Electric
echui@stanredtax.com	apartment	99	74	75	53150	Electric,Steam
ecoody@openlane.com	apartment	893			05763	Electric,Fuel Oil
ecoody@treequote.com	condominium	2025			75052	Electric,Gas
ecookey@doncon.com	condominium	800	72	71	59101	Gas
ecork@donquadtech.com	condominium	597	74		40206	Fuel Oil
ecorrington@opentech.com	house	1275		73	48050	
ecorrio@rundofase.com	mobile_home	423	65	72	54851	Electric
ecorrio@yearin.com	condominium	705	65	71	29052	Gas
ecousey@condax.com	condominium	1056	73	73	78409	Electric
ecoyier@dontechi.com	house	1540	76	74	93239	Electric
ecoyier@singletechno.com	house	817	74	74	52408	Electric,Gas,Steam
edarakjy@faxquote.com	townhome	1254	73		20262	Electric,Fuel Oil
edarakjy@statholdings.com	house	1222	66	73	22724	Electric,Steam
edegroot@plussunin.com	condominium	809	75		83214	Electric,Fuel Oil
edelasancha@betatech.com	townhome	1354		75	35055	Electric
edeleo@kan-code.com	apartment	958		68	24067	
edemesa@labdrill.com	apartment	1017		73	04668	Electric,Gas,Fuel Oil
edilello@doncon.com	townhome	1066	74	73	54536	Electric
edilliard@warephase.com	house	1444	74	72	35677	Electric,Fuel Oil
edopico@kan-code.com	house	1268	73	73	06856	Electric
edubaldi@zumgoity.com	apartment	807	73	72	38197	
eduenas@bioplex.com	townhome	1114	70		86341	Electric,Steam
eeanes@faxquote.com	house	1464	70		32523	Electric
eehmann@fasehatice.com	apartment	619	71		07885	Electric
eehmann@zotware.com	house	663	74	72	38182	Steam
eengelberg@bioholding.com	apartment	539	69	71	54661	Electric,Gas,Steam
eengelberg@inity.com	house	1852	72	74	04418	Electric,Gas
eengelberg@toughzap.com	townhome	742	67		38473	Electric,Gas,Steam
eennaco@domzoom.com	apartment	588	72	73	90080	Electric
eeroman@yearin.com	townhome	3538	69	72	35116	Electric
efarrar@fasehatice.com	house	1412	71	70	67031	Electric,Gas,Fuel Oil
efeichtner@rangreen.com	condominium	858	73	75	37885	Electric,Fuel Oil
eferencz@newex.com	mobile_home	245	67		99670	Gas,Fuel Oil
efern@condax.com	house	597	68		04650	Gas
efillingim@codehow.com	apartment	2276	65		89712	Electric
efrancescon@rundofase.com	apartment	1381	76	70	82922	Steam
efrankel@kan-code.com	mobile_home	171	76		42011	Fuel Oil
efredicks@zencorporation.com	house	1423	77		20182	Electric,Gas,Fuel Oil
egato@streethex.com	apartment	1638	73	72	02718	Electric
egleich@cancity.com	house	1545			78161	
egotter@rundofase.com	house	1719	71		12885	Steam
egudroe@green-plus.com	house	1736	75		62017	
ehagele@conecom.com	apartment	614		72	05458	
eharoldson@toughzap.com	apartment	1275	75	72	49776	Gas
eharoldson@treequote.com	house	619	76	70	57117	Gas
ehauenstein@donware.com	apartment	1350	70	74	99030	Steam,Fuel Oil
ehengel@streethex.com	mobile_home	364	65	73	32596	Gas
eherritt@ron-tech.com	townhome	85	75	73	73007	Electric
ehoffis@groovestreet.com	apartment	753	73	72	60480	Electric
ehollack@doncon.com	mobile_home	620	70	68	27534	Electric,Gas
ehoneywell@doncon.com	house	1226	75	75	83610	Electric,Gas
ehoopengardner@newex.com	apartment	766	76	72	42633	Electric
ehudnall@hottechi.com	apartment	1189	76	75	92369	
ejayson@stanredtax.com	apartment	714	76	71	78021	Gas
ejeanty@donquadtech.com	apartment	949	70		23327	
ejeanty@donware.com	townhome	3516	71		68375	
ejurney@zotware.com	house	629	71	73	71356	
ejuvera@konex.com	apartment	678	75		23970	Electric,Gas
ekaniecki@plexzap.com	house	1295	76	74	06493	Electric
ekaniecki@rundofase.com	condominium	526	76	71	01071	Electric
ekannady@betatech.com	condominium	961	71	74	68418	
ekardas@plussunin.com	townhome	257	67	73	23301	Electric,Gas
ekarpin@domzoom.com	townhome	1549	67	72	53520	Fuel Oil
ekarpin@lexiqvolax.com	townhome	637	74		31744	Electric
ekeneipp@sunnamplex.com	apartment	1061	72	70	71545	Electric
ekippley@singletechno.com	apartment	75	75		42220	Fuel Oil
eklusman@zoomit.com	mobile_home	175	67	72	63934	Gas
ekohl@konmatfix.com	house	788		71	95366	Gas
ekolmetz@konex.com	townhome	2462	78	73	38382	
ekonopacki@plusstrip.com	house	1144	69		22623	Electric,Gas
ekonopacki@rangreen.com	apartment	1245	76		29438	Electric,Gas
ekonopacki@zumgoity.com	townhome	90	69	72	28025	Fuel Oil
ekownacki@donquadtech.com	townhome	1455	70	73	21160	
ekulzer@toughzap.com	apartment	721	75		71643	Electric
elabreche@hottechi.com	apartment	863	72		48393	
elacovara@ron-tech.com	townhome	1260	72	73	67761	Electric
elapage@mathtouch.com	house	1061	78		47541	Gas
elietz@betasoloin.com	house	1091	68	72	61032	
elindall@goodsilron.com	house	156			54123	Electric,Gas
elipke@blackzim.com	house	1797	74	76	98930	Electric,Fuel Oil
eloder@domzoom.com	condominium	1297	73	74	65625	Electric
elorens@hatfan.com	house	1764	69	75	36916	Electric,Gas
elorens@inity.com	townhome	735	69	76	47433	Electric,Gas,Fuel Oil
eluczki@faxquote.com	apartment	806	73	72	75159	Electric
emai@warephase.com	apartment	514	67		39149	Gas
emaybury@hatfan.com	condominium	693	74	72	37722	Electric,Gas,Fuel Oil
emcdoniel@green-plus.com	apartment	1072	73	76	54556	Gas,Steam
emelnyk@dambase.com	house	2200	74	76	63640	Electric
ementer@fasehatice.com	house	561	75	74	19172	
ementer@zumgoity.com	apartment	1007	66		58775	Steam
emerced@silis.com	apartment	508			47124	
emodzelewski@donquadtech.com	mobile_home	788	76	72	55041	
emodzelewski@scotfind.com	townhome	1307	74		40110	Electric,Fuel Oil
emonterrubio@iselectrics.com	house	698	74	72	55340	Gas
emorocco@condax.com	townhome	1321		74	43083	Gas
emoyd@dambase.com	townhome	2017	76	72	02154	Electric,Steam
emugnolo@scottech.com	townhome	807	69	74	02762	Gas
emulqueen@stanredtax.com	house	1057		70	28411	Electric,Gas
emyricks@betatech.com	house	1129	71	73	68944	Fuel Oil
emyricks@dalttechnology.com	condominium	755	77	69	52728	Electric,Gas,Steam
enievas@rundofase.com	townhome	1174	73	72	16636	Gas
enunlee@dalttechnology.com	apartment	1783	76	71	12240	
eogg@singletechno.com	townhome	759	74	75	33305	Electric
eoldroyd@dalttechnology.com	condominium	976	67	75	86023	Electric
eoles@sonron.com	apartment	1136	71	68	54171	Fuel Oil
epaa@zumgoity.com	townhome	1175	70		37394	Electric,Gas,Fuel Oil
epagliuca@singletechno.com	condominium	512		72	11020	Gas
epapasergi@zotware.com	house	141			90610	Electric
eparvis@funholding.com	apartment	89	70	74	59241	Electric
epedrozo@condax.com	mobile_home	73	75		04955	Electric
eperez@goodsilron.com	apartment	1433	70		59348	Electric
eperez@newex.com	condominium	1010	76	70	59441	Electric,Gas,Steam
eperigo@iselectrics.com	townhome	1233	72		58644	Electric
eperin@fasehatice.com	apartment	1499		73	35292	Gas
eperin@golddex.com	apartment	1443	72	74	10173	Electric
eplumer@kinnamplus.com	apartment	1060	68		52146	
epolidori@rantouch.com	mobile_home	526	68	71	45112	Gas
epontoriero@rundofase.com	house	1941	70		92086	Gas
epoquette@codehow.com	mobile_home	248	75	73	32936	Electric,Gas
epoullion@inity.com	house	167	73		25514	Electric
eragel@yearin.com	house	907		73	36202	Gas
eraymo@plussunin.com	apartment	501	71	74	77538	
eregusters@dalttechnology.com	condominium	544	74	70	00607	Gas
ereiber@zathunicon.com	house	3532	76	75	40488	
erentfro@codehow.com	apartment	1117		73	11025	Gas,Steam
erestrepo@xx-holding.com	townhome	587	77		08347	
erhymes@faxquote.com	apartment	865	76		61434	Electric
eriden@stanredtax.com	apartment	81	71		92554	Electric,Gas
erim@sunnamplex.com	townhome	934	71	74	20033	Steam
erim@zathunicon.com	house	975	69	72	71960	Electric,Gas
erodeigues@toughzap.com	townhome	927	75	73	02070	Electric,Steam,Fuel Oil
erodenberger@betasoloin.com	apartment	1185			53954	Electric,Gas
erowling@xx-holding.com	townhome	962	76		71306	Gas
erulapaugh@dontechi.com	house	863	72	72	78721	
erulapaugh@groovestreet.com	house	2003	69		53045	Electric,Gas,Fuel Oil
erulapaugh@silis.com	apartment	2077	69		04640	Gas
esamara@xx-holding.com	house	1345	66	75	77853	Gas
esaras@fasehatice.com	condominium	1138	68		07646	Electric,Gas,Fuel Oil
esaras@funholding.com	apartment	1186			50398	Electric,Gas,Steam
esaras@y-corporation.com	townhome	1199	73	72	21075	Electric,Gas
esaulter@iselectrics.com	townhome	1202	66		06043	Electric
eschemmer@zoomit.com	house	740	71	73	15622	
eschieler@y-corporation.com	apartment	1912	76	70	25962	
eschmaltz@streethex.com	house	69	75	70	55144	
eschnitzler@zoomit.com	house	1122	72	74	68313	
eschoeneck@warephase.com	townhome	1372		70	38778	Gas
esemidey@dontechi.com	house	2226		72	20418	Electric
esengbusch@betasoloin.com	house	1910	72	74	65623	
esergi@newex.com	townhome	745		73	61019	Electric,Gas,Fuel Oil
esimilton@blackzim.com	apartment	960	77	75	48363	Electric
eskursky@singletechno.com	house	1343	71	72	60706	Electric
espickerman@gogozoom.com	apartment	1303	74	73	27916	Electric,Fuel Oil
espringe@rantouch.com	townhome	1275	69		08887	Gas,Steam
estaback@silis.com	house	2539	71		63655	Electric
estaback@stanredtax.com	apartment	998	76	74	14107	Gas
esteier@newex.com	house	265	73		62079	
estem@labdrill.com	townhome	567	67		65898	Gas
estem@zoomit.com	mobile_home	398	76	75	27101	Fuel Oil
estenseth@statholdings.com	house	1981	67	73	84021	Electric
estimmel@stanredtax.com	townhome	160	70	69	63871	Electric
esuffield@groovestreet.com	apartment	305	72	74	08061	
eswayze@sunnamplex.com	house	1509	64		88221	Electric
esweely@labdrill.com	condominium	623	73	73	33538	Gas,Fuel Oil
etegarden@plexzap.com	condominium	1083		74	75009	
etheodorov@sumace.com	townhome	913	71		07175	Electric,Gas,Steam
ethreets@xx-holding.com	house	1180	67	75	31002	Electric
ethyberg@rangreen.com	house	642	67	74	29944	Electric
ethyberg@xx-zobam.com	condominium	2193	70	73	62052	Gas,Fuel Oil
etillotson@ron-tech.com	townhome	2101		74	18070	Electric,Gas
etoelkes@kinnamplus.com	townhome	681	72	72	50392	Electric,Gas
etolfree@treequote.com	apartment	1162		70	46040	Electric,Gas,Steam
etollner@opentech.com	house	1684	64	71	24486	Electric,Gas,Steam
etoyama@y-corporation.com	apartment	670	73		12302	Electric
etreston@cancity.com	townhome	1149	78	70	33443	Fuel Oil
etromblay@sonron.com	townhome	891	65	71	50647	Electric,Gas,Fuel Oil
eupthegrove@zumgoity.com	townhome	1935	77		78721	Fuel Oil
evarriano@nam-zim.com	townhome	893	70	72	65211	Electric
evillanueva@hottechi.com	condominium	1083	75	75	77343	Electric,Gas
evillanueva@labdrill.com	apartment	60	71	69	23810	Electric
evillanueva@scottech.com	apartment	413		72	16602	Gas
evocelka@opentech.com	house	1872	78	75	16159	Electric,Gas,Steam
ewalthall@betasoloin.com	apartment	767	78	71	00640	
ewardrip@ontomedia.com	house	1454		73	02715	
ewaymire@singletechno.com	house	1383	69	73	46511	Gas
ewide@groovestreet.com	house	2464	75	74	55331	Gas
ewolny@year-job.com	apartment	1154	74	72	02216	Steam
eyaw@treequote.com	condominium	1036	73	76	28305	Gas,Fuel Oil
eyum@plusstrip.com	apartment	489	71	71	45382	Electric
ezagen@doncon.com	house	3214	73	69	21275	Electric
ezagen@silis.com	apartment	580	74	75	05662	
ezane@labdrill.com	apartment	958		75	77708	Fuel Oil
ezepp@zathunicon.com	house	689	76		62992	
fabdallah@y-corporation.com	house	573	68	71	05833	Electric,Gas,Fuel Oil
fagramonte@fasehatice.com	townhome	143	70	72	53725	Electric,Steam
fandreason@kinnamplus.com	house	1175	72	74	35978	Gas
fankeny@year-job.com	mobile_home	479	70		13838	Electric
farceo@bioplex.com	house	2078	70		76460	Gas
fauber@j-texon.com	house	110	72	75	89438	Electric,Gas
fbarfield@y-corporation.com	house	1425	75	71	06320	Electric,Gas
fbartolet@rundofase.com	house	1425	70	70	54149	Electric,Gas
fbartolet@xx-zobam.com	mobile_home	481	66		93291	Electric,Gas,Fuel Oil
fbirkner@streethex.com	condominium	517		75	61342	Steam
fbitsuie@finhigh.com	house	1345	65	71	39110	Electric
fbitsuie@inity.com	house	800	75		06517	Electric
fbriddick@bioplex.com	townhome	71	77		15758	Electric
fbrossart@toughzap.com	house	1843	70	74	37659	Fuel Oil
fbubash@nam-zim.com	apartment	1072	68		92083	
fbuzick@hatfan.com	house	659	73	71	35031	Electric
fcallaro@groovestreet.com	townhome	732	74	73	40808	Gas,Fuel Oil
fcampain@mathtouch.com	mobile_home	327	75	73	05776	Electric,Gas,Fuel Oil
fcaudy@newex.com	townhome	1791	69	72	22185	Electric,Gas
fcetta@lexiqvolax.com	apartment	523	67	75	45622	Electric,Gas
fchaffins@xx-holding.com	house	2180		70	46283	Electric
fchaffins@zathunicon.com	house	2557	73	72	42410	Electric,Gas
fchui@conecom.com	house	3055	71		36422	Electric
fcloney@rantouch.com	house	1154	69	68	40488	
fcolaizzo@green-plus.com	house	723	76	74	53572	Electric,Steam,Fuel Oil
fcolla@statholdings.com	house	1737		74	60639	Gas
fcomnick@plusstrip.com	apartment	1636	70		56037	Steam
fcookey@rangreen.com	house	887	77	70	61942	Electric,Gas
fcorrio@plussunin.com	townhome	640	75		24352	
fdegonia@blackzim.com	house	967	74	71	29056	Electric,Gas,Fuel Oil
fdenooyer@newex.com	condominium	1484	68		48234	Electric
fdinos@yearin.com	house	690	76		64751	Electric,Gas
fdopico@statholdings.com	house	2011	73	76	24557	Electric
fdrymon@statholdings.com	apartment	543	69	76	52308	Gas
fduenas@labdrill.com	house	700			08850	Electric,Gas
fduenas@treequote.com	house	96		75	67216	Gas,Fuel Oil
fennaco@mathtouch.com	apartment	994		71	84717	Electric
fennaco@toughzap.com	house	1535	68	75	22211	Electric
feroman@newex.com	apartment	1408	72		83126	Electric,Gas
feschberger@fasehatice.com	condominium	1133	72	72	12575	Electric,Gas,Fuel Oil
ffern@fasehatice.com	apartment	133	69	72	21790	Electric,Gas
ffigeroa@isdom.com	apartment	946	65	70	18471	
ffigeroa@lexiqvolax.com	condominium	2135	74	74	95123	Electric,Gas,Fuel Oil
ffishburne@groovestreet.com	house	649	73		20164	Gas
fflister@ganjaflex.com	house	1542	70	72	67574	Electric,Gas
ffortino@faxquote.com	apartment	968	78	73	10179	
ffrankel@green-plus.com	house	1235	70	72	11726	Gas
ffrankel@kan-code.com	condominium	516	77	73	51462	Gas
ffredicks@ganjaflex.com	apartment	1563	74	71	85254	
ffunnell@j-texon.com	condominium	1365	74		43545	Gas
fgabisi@ontomedia.com	apartment	1636		71	82834	Electric
fgood@mathtouch.com	house	2163	71	72	36125	Electric,Steam
fgrenet@konmatfix.com	condominium	3051	67	71	84732	Electric
fhamilton@golddex.com	mobile_home	427	69		91184	
fharabedian@funholding.com	house	1963	69		29601	Gas,Fuel Oil
fharabedian@xx-zobam.com	apartment	862	69	74	43140	
fharnos@groovestreet.com	house	151	69	71	01854	Electric,Gas,Fuel Oil
fharoldson@sonron.com	townhome	2960	70	70	18942	Electric,Steam
fhaufler@donquadtech.com	house	3239	74	71	30734	
fherritt@singletechno.com	house	1454	75	74	36047	Gas
fhixenbaugh@treequote.com	apartment	652		69	15953	
fhoffis@nam-zim.com	condominium	1130	74	72	15849	Gas
fhollack@sonron.com	apartment	752	71		72863	Electric,Gas
fhughey@green-plus.com	apartment	957		72	55443	Gas,Fuel Oil
finouye@y-corporation.com	apartment	980		72	48316	Electric
fisenhower@betasoloin.com	apartment	1214			20543	
fjeanty@domzoom.com	house	85			25844	Gas,Fuel Oil
fjurney@isdom.com	mobile_home	352	73	73	83604	Gas
fjuvera@kinnamplus.com	apartment	443	72	76	90302	Electric,Gas
fkaniecki@plussunin.com	apartment	476		74	70062	Electric
fkannady@treequote.com	townhome	1171	73	72	22738	
fkines@iselectrics.com	townhome	87	66	71	76523	Gas
fklang@cancity.com	townhome	2504	71	71	37351	Electric,Gas
fklang@ganjaflex.com	apartment	520	67	73	01374	
fkohnert@condax.com	townhome	2843	66	69	07981	Gas
fkolmetz@xx-holding.com	apartment	998	70	72	66227	Gas
fkusko@bioholding.com	apartment	597			93308	Electric
flary@doncon.com	house	1338		74	41645	
flatzke@mathtouch.com	house	1331	73		81416	Fuel Oil
fleto@isdom.com	apartment	839			14034	Electric,Steam
fleto@sumace.com	apartment	455	68	75	95669	Electric
fliukko@toughzap.com	townhome	112	75	74	15456	Gas
flizama@dontechi.com	townhome	1966	66	70	47722	Gas
floder@openlane.com	house	737	74	73	79064	Electric,Steam
florens@lexiqvolax.com	house	731	71	72	63441	Electric,Gas,Fuel Oil
florens@y-corporation.com	apartment	1293	67	70	06877	Electric
flukasik@hatfan.com	house	176	75		72865	Electric,Gas
fmaillard@codehow.com	condominium	933	71		18433	Gas,Fuel Oil
fmalet@sunnamplex.com	condominium	740	71		95463	
fmarrier@condax.com	house	1647	69	73	29850	Electric,Fuel Oil
fmaybury@plusstrip.com	apartment	337	69		18447	Electric,Steam
fmcdoniel@hatfan.com	condominium	96	73	68	21865	Electric,Gas,Steam
fmconnell@treequote.com	apartment	1615	74	74	41238	Gas
fmcrae@condax.com	house	721	74	74	62973	
fmerced@iselectrics.com	condominium	1118	69	72	24324	Electric
fmerced@konmatfix.com	condominium	1692	77	71	63363	Electric,Gas
fmirafuentes@domzoom.com	condominium	52	69	72	24854	Electric
fmodzelewski@conecom.com	apartment	985	71		56591	Fuel Oil
fmondella@dambase.com	house	1724	76	74	53946	Electric
fmorasca@domzoom.com	house	1226	73	74	10112	Electric,Fuel Oil
fmulqueen@donquadtech.com	house	665	74	72	47801	Gas,Fuel Oil
fnayar@lexiqvolax.com	condominium	104	66		43357	Electric,Gas
fneither@statholdings.com	apartment	1028			30108	Electric
fnewville@bioplex.com	townhome	983	73	72	31914	
fnewville@cancity.com	apartment	1992		71	48865	Gas
fnunlee@dalttechnology.com	house	2398	72	72	19893	Electric,Gas
fohms@zumgoity.com	apartment	1241	68	73	44833	Gas
fonofrio@inity.com	apartment	3064	66		50658	
fpaskin@sumace.com	apartment	1021	68	72	56046	Electric,Gas
fpatak@bioplex.com	house	1496	76		48176	Electric
fpaulas@ron-tech.com	apartment	603	76	73	23408	Electric,Gas,Fuel Oil
fpedrozo@bioholding.com	townhome	97	74	72	78067	Gas
fpedrozo@domzoom.com	house	960	73		19371	Electric,Steam
fpedrozo@rundofase.com	apartment	749	75		45867	Electric,Fuel Oil
fpelkowski@sumace.com	apartment	582	75	72	46502	Electric,Gas,Fuel Oil
fperruzza@codehow.com	apartment	1539	77	73	58507	Fuel Oil
fpontoriero@ron-tech.com	mobile_home	191	65	71	65470	
fpoquette@conecom.com	apartment	460	73	72	91896	Electric
fpoquette@rantouch.com	apartment	554	73	76	24986	
fpoullion@iselectrics.com	townhome	1253	74	69	16738	
freiber@ganjaflex.com	apartment	1675	76	72	28770	Gas
frentfro@donware.com	house	216	75		48616	Gas
frowling@doncon.com	house	739	76	72	78565	Gas,Steam
frulapaugh@finjob.com	house	758	75	74	06334	
frulapaugh@stanredtax.com	townhome	1475	74	74	54670	
frulapaugh@streethex.com	house	1570	75	72	28672	Electric,Gas
fscriven@streethex.com	house	1731	72	72	84784	
fseewald@condax.com	house	1669	77	70	62061	Electric
fseewald@goodsilron.com	apartment	505	69	74	06269	Electric,Gas
fshealy@labdrill.com	townhome	1555	75	76	24829	Electric,Gas
fshin@ganjaflex.com	apartment	389	72	74	65611	Fuel Oil
fshinko@iselectrics.com	house	1645	78		46170	Gas
fsilvestrini@scotfind.com	mobile_home	178	75	73	33624	Electric
fsimilton@toughzap.com	house	2780	75	71	94252	Gas
fslusarski@dalttechnology.com	house	2976	71	69	65560	Electric,Gas,Steam
fstem@isdom.com	house	1263			94662	Electric,Gas
fstem@zotware.com	apartment	1365		73	99346	
fstorment@rundofase.com	apartment	1415	76		23038	Electric
fstrassner@bioholding.com	apartment	980	71	72	64865	Electric
ftawil@doncon.com	condominium	1250	75		59701	Gas,Fuel Oil
ftimenez@isdom.com	house	697	67	69	79342	Electric
ftimenez@y-corporation.com	apartment	366	70	69	91301	Steam
ftoelkes@zotware.com	townhome	1180	78	72	03278	Electric
ftolfree@sunnamplex.com	apartment	795	69	72	40282	Electric,Gas,Steam
ftomasulo@ron-tech.com	apartment	161	76	73	55716	
fvocelka@conecom.com	apartment	387	75		92309	
fwalthall@ganjaflex.com	mobile_home	1738	70		61576	
fwaycott@betatech.com	townhome	933			86018	
fweight@plussunin.com	apartment	62	75		28434	Electric
fwenner@j-texon.com	townhome	946	73	74	45601	Electric,Gas
fwhobrey@plussunin.com	house	914	75		80476	
fwhobrey@streethex.com	house	2019			32776	Electric,Steam
fwiklund@groovestreet.com	mobile_home	464	64	73	32170	
fwildfong@inity.com	condominium	735	74		33713	Gas
fwitten@rantouch.com	apartment	601	66		74463	Electric,Gas,Steam
fwolny@yearin.com	house	993	70	72	81015	Electric
fworlds@stanredtax.com	condominium	952	78	69	59262	Electric,Gas
fyori@opentech.com	condominium	213	76	73	65299	Gas
fzagen@donquadtech.com	townhome	1122		72	49565	Electric,Fuel Oil
gamyot@finjob.com	house	1665			23878	Gas,Steam
gamyot@nam-zim.com	apartment	475			55347	Electric
gandreason@conecom.com	townhome	657	74	71	57274	Electric,Fuel Oil
gankeny@rundofase.com	apartment	510	74	73	66012	Electric,Gas
garceo@funholding.com	townhome	866	71	71	37939	
garceo@labdrill.com	apartment	818	70		27019	Electric,Fuel Oil
garceo@treequote.com	condominium	1242	76	72	20061	Gas
garedondo@year-job.com	house	1857	67		98233	Electric,Gas
gasar@cancity.com	apartment	885	69	73	17061	Electric,Gas
gasar@konmatfix.com	condominium	1017	69	71	41033	Electric,Gas
gauffrey@hottechi.com	apartment	1765	76	73	21502	
gauffrey@konmatfix.com	house	1677	70	71	58792	Electric,Gas
gbachman@golddex.com	house	1504			21703	Gas
gbarfield@plexzap.com	townhome	1081			86510	Gas
gbarfield@statholdings.com	condominium	189	74	73	67862	Gas
gbatman@streethex.com	house	1227	75	71	19080	
gbennick@ganjaflex.com	house	1315		70	27012	Electric
gberlanga@silis.com	condominium	1131	69		65501	Electric
gberray@hottechi.com	house	2039	70	73	98390	Gas
gbevelacqua@zencorporation.com	mobile_home	427	71		32763	Electric
gbiddy@donquadtech.com	mobile_home	245	67	73	38053	Electric,Gas
gbolognia@year-job.com	townhome	1788	73	76	98503	Electric,Fuel Oil
gbookamer@streethex.com	townhome	563	70	71	42267	Fuel Oil
gborgman@singletechno.com	house	772	69	69	34984	Electric
gbrossart@goodsilron.com	condominium	682	65	70	20429	Electric
gbubash@rangreen.com	condominium	540	76		68925	Electric
gburnard@cancity.com	apartment	561			33004	Electric,Gas,Steam
gbutt@plussunin.com	apartment	1320	71		19341	Steam
gbutzen@streethex.com	apartment	1066		74	26720	
gbuzick@yearin.com	condominium	482	75	72	80234	Electric,Gas
gcaiafa@j-texon.com	apartment	930	73	70	72137	Fuel Oil
gcaldarera@lexiqvolax.com	house	2217	69	72	12257	Electric,Steam
gcaldarera@zathunicon.com	apartment	1431	72	68	54806	Electric
gcampain@fasehatice.com	townhome	886		71	30517	
gcampain@goodsilron.com	house	656	73	75	29353	Gas
gcandlish@ron-tech.com	condominium	863	70	76	17372	Fuel Oil
gcanlas@ganjaflex.com	apartment	453	76		63966	
gcaudy@doncon.com	townhome	1130	77	71	63782	Electric
gcetta@zoomit.com	apartment	370	70	72	48733	
gchaffins@stanredtax.com	house	1868			30739	
gchui@fasehatice.com	townhome	1154	67	68	27613	
gchui@gogozoom.com	apartment	426	72	72	42376	Electric,Gas,Fuel Oil
gchui@ontomedia.com	townhome	1155	67	73	05675	Electric,Gas,Fuel Oil
gcolaizzo@xx-holding.com	house	841	71	69	01107	Electric,Gas,Fuel Oil
gcorrington@ontomedia.com	house	1618	64	73	66431	
gcorrington@y-corporation.com	apartment	438			17105	
gcorrio@plexzap.com	apartment	2067	72		62314	Electric
gcousey@doncon.com	apartment	1034	76		61333	Electric
gcousey@newex.com	townhome	1436	73	74	30619	Electric,Gas
gcoyier@cancity.com	apartment	592	73	76	07043	Electric,Gas
gcoyier@green-plus.com	house	638	69		33567	Electric
gcoyier@groovestreet.com	house	2904	72	73	25802	Gas
gcronauer@xx-holding.com	house	2430			16046	Fuel Oil
gdelasancha@hottechi.com	apartment	2023		74	19605	Electric,Gas,Steam
gdelasancha@j-texon.com	apartment	938	73		05073	Gas
gdelasancha@scotfind.com	house	1698	69	76	12204	Gas
gdelasancha@scottech.com	house	1041			72149	Electric
gdelasancha@sumace.com	house	759	73	72	89123	
gdevreese@finhigh.com	apartment	587	74	74	02177	Electric,Fuel Oil
gdilliard@groovestreet.com	apartment	886	68	71	34234	Fuel Oil
gdinos@zencorporation.com	house	680	72	71	31210	Electric,Steam
gdopico@warephase.com	apartment	1147	73	73	28079	Electric,Gas
gdopico@zathunicon.com	house	66	77	73	62656	Electric,Gas,Fuel Oil
gduenas@funholding.com	house	1968	67	75	29470	Electric
gduenas@iselectrics.com	apartment	842	77	72	72320	Electric,Gas
gduenas@lexiqvolax.com	apartment	157	75	69	62756	
geanes@openlane.com	house	771			78055	Gas
gehmann@cancity.com	house	1509	71		12201	Electric,Gas
gennaco@rundofase.com	house	1628	69	74	99066	
geroman@donware.com	apartment	109	74	71	02375	Gas
geroman@xx-holding.com	townhome	68	76	71	31709	
geschberger@donware.com	apartment	1970	74	74	17314	
gestell@newex.com	house	1159	74	73	68330	Gas
gferrario@domzoom.com	apartment	2258	64	71	27802	Electric
gferrario@konex.com	apartment	915	76	72	35485	Steam,Fuel Oil
gfigeroa@kinnamplus.com	apartment	723	71	72	62868	Fuel Oil
gfishburne@dambase.com	house	1494	69		19192	
gfishburne@plexzap.com	apartment	500	73		70665	Electric
gfishburne@plusstrip.com	house	1245	75	73	02030	Gas,Steam
gflosi@condax.com	apartment	469	74		65332	Electric,Fuel Oil
gflosi@faxquote.com	condominium	579	74	73	03883	
gfritz@donware.com	townhome	615	72	73	28369	Electric
ggabisi@codehow.com	apartment	623			77069	Gas
ggabisi@ganjaflex.com	house	2237	72	71	82010	Electric,Gas
ggellinger@codehow.com	house	1075			23240	Gas
ggellinger@xx-zobam.com	apartment	1287	73	73	97817	Electric
ggesick@nam-zim.com	apartment	1444	74	72	97212	Electric,Fuel Oil
ggibes@ron-tech.com	house	1477		73	99019	Gas
ggiguere@iselectrics.com	mobile_home	484	75		46239	Electric
ggiguere@scotfind.com	house	3176		73	25164	
ggiguere@singletechno.com	apartment	950		74	43002	Gas
ggillian@scottech.com	condominium	1292	73		27978	Electric
ggleich@zathunicon.com	house	1231		74	12464	Electric
gglick@sonron.com	house	1760	75	75	29170	Electric,Gas
ggoldammer@plexzap.com	house	1392	72	74	68341	Electric,Gas
ggood@silis.com	apartment	1235	77	71	17606	
ggood@xx-holding.com	house	785	76	70	54744	Electric,Fuel Oil
ggotter@zumgoity.com	condominium	2721	74	70	02111	Electric,Fuel Oil
ggreenbush@zotware.com	townhome	936	75	73	83676	Electric
ggrenet@faxquote.com	house	1952	73		70158	
ghagele@bioholding.com	apartment	1002		71	27862	
